file_name,source_path,file_size_mb,matched_by,matched_keyword
GB+24910-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+24910-2010.pdf,0.401,pdf_content,仪表+控制
GB+25025-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+25025-2010.pdf,0.578,pdf_content,测量与控制
GB+25130-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+25130-2010.pdf,0.460,pdf_content,电磁兼容+核
GB+25131-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+25131-2010.pdf,0.468,pdf_content,电磁兼容+核
GB+25204-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+25204-2010.pdf,0.407,pdf_content,仪表+控制
GB+25491-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+25491-2010.pdf,0.432,pdf_content,仪表+控制
GB+25492-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+25492-2010.pdf,0.376,pdf_content,仪表+控制
GB+25493-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+25493-2010.pdf,0.453,pdf_content,仪表+控制
GB+25518-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+25518-2010.pdf,0.551,pdf_content,仪表+控制
GB+25520-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+25520-2010.pdf,0.388,pdf_content,仪表+控制
GB+25523-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+25523-2010.pdf,0.472,pdf_content,仪表+控制
GB+26123-2010.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+26123-2010.pdf,0.616,pdf_content,仪表+控制
GB+26469-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+26469-2011.pdf,0.649,pdf_content,电磁兼容+核
GB+26488-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+26488-2011.pdf,0.739,pdf_content,热电偶
GB+26851-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+26851-2011.pdf,0.411,pdf_content,辐射+探测
GB+26875.1-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+26875.1-2011.pdf,0.444,pdf_content,辐射+探测
GB+26920.3-2019.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+26920.3-2019.pdf,1.128,pdf_content,仪表+控制
GB+27742-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+27742-2011.pdf,0.408,pdf_content,核设施
GB+27790-2020.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+27790-2020.pdf,2.773,pdf_content,仪表+控制
GB+27898.2-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+27898.2-2011.pdf,0.412,pdf_content,仪表+控制
GB+27898.3-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+27898.3-2011.pdf,0.446,pdf_content,仪表+控制
GB+27898.4-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+27898.4-2011.pdf,0.435,pdf_content,仪表+控制
GB+27898.5-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+27898.5-2011.pdf,0.408,pdf_content,仪表+控制
GB+28233-2020.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+28233-2020.pdf,0.467,pdf_content,仪表+控制
GB+28243-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+28243-2012.pdf,0.631,pdf_content,辐射+探测
GB+28376-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+28376-2012.pdf,0.486,pdf_content,仪表+控制
GB+28396-2012 (1).pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+28396-2012 (1).pdf,0.364,pdf_content,仪表+控制
GB+28396-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+28396-2012.pdf,0.364,pdf_content,仪表+控制
GB+28670-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+28670-2012.pdf,0.434,pdf_content,仪表+控制
GB+28736-2019.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+28736-2019.pdf,0.552,pdf_content,仪表+控制
GB+28759-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+28759-2012.pdf,0.368,pdf_content,仪表+控制
GB+28931-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+28931-2012.pdf,0.435,pdf_content,仪表+控制
GB+28931-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+28931-2024.pdf,0.518,pdf_content,仪表+控制
GB+29141-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29141-2012.pdf,0.354,pdf_content,仪表+控制
GB+29141-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29141-2024.pdf,0.451,pdf_content,仪表+控制
GB+29145-2023.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29145-2023.pdf,0.335,pdf_content,仪表+控制
GB+29364-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29364-2012.pdf,0.417,pdf_content,辐射+探测
GB+29410-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29410-2012.pdf,0.541,pdf_content,仪表+控制
GB+29415-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29415-2013.pdf,0.418,pdf_content,仪表+控制
GB+29436-2023.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29436-2023.pdf,0.402,pdf_content,仪表+控制
GB+29437-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29437-2012.pdf,0.363,pdf_content,仪表+控制
GB+29440-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29440-2012.pdf,0.351,pdf_content,仪表+控制
GB+29441-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29441-2012.pdf,0.331,pdf_content,仪表+控制
GB+29449-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29449-2012.pdf,0.353,pdf_content,仪表+控制
GB+29741-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29741-2013.pdf,2.597,pdf_content,主控室
GB+29742-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29742-2013.pdf,1.281,pdf_content,仪表+控制
GB+29837-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+29837-2013.pdf,0.417,pdf_content,探测器
GB+30051-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30051-2013.pdf,0.487,pdf_content,电磁兼容+核
GB+30078-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30078-2013.pdf,0.600,pdf_content,仪表+控制
GB+30079.3-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30079.3-2013.pdf,0.535,pdf_content,仪表+控制
GB+30080-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30080-2013.pdf,1.104,pdf_content,仪表+控制
GB+30122-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30122-2013.pdf,0.493,pdf_content,探测器
GB+30186-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30186-2013.pdf,3.426,pdf_content,仪表+控制
GB+30187-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30187-2013.pdf,0.529,pdf_content,热电偶
GB+30439.1-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30439.1-2013.pdf,0.519,pdf_content,仪表+控制
GB+30439.2-2013.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30439.2-2013.pdf,0.554,pdf_content,仪表+控制
GB+30527-2014.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30527-2014.pdf,0.358,pdf_content,仪表+控制
GB+30756-2014.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30756-2014.pdf,3.121,pdf_content,仪表+控制
GB+30978-2014.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30978-2014.pdf,0.452,pdf_content,仪表+控制
GB+30981-2020.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+30981-2020.pdf,1.287,pdf_content,核电
GB+31144-2014.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+31144-2014.pdf,0.997,pdf_content,电磁兼容+核
GB+31187-2014.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+31187-2014.pdf,0.610,pdf_content,单一故障
GB+32032-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+32032-2024.pdf,0.403,pdf_content,仪表+控制
GB+34668-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+34668-2024.pdf,0.536,pdf_content,单一故障
GB+36660-2018.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+36660-2018.pdf,1.292,pdf_content,流量计+核
GB+38031-2020.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+38031-2020.pdf,3.816,pdf_content,仪表+控制
GB+39177-2020.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+39177-2020.pdf,0.374,pdf_content,热电偶
GB+39800.3-2020 (1).pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+39800.3-2020 (1).pdf,1.991,pdf_content,仪器仪表
GB+39800.3-2020.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+39800.3-2020.pdf,1.991,pdf_content,仪器仪表
GB+39800.7-2023.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+39800.7-2023.pdf,0.479,pdf_content,仪器仪表
GB+40161-2021.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+40161-2021.pdf,0.974,pdf_content,仪表+控制
GB+40554.1-2021.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+40554.1-2021.pdf,2.147,pdf_content,仪表+控制
GB+41730-2022.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+41730-2022.pdf,0.953,pdf_content,仪表+控制
GB+42250-2022.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+42250-2022.pdf,1.091,pdf_content,仪表+控制
GB+42301-2022.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+42301-2022.pdf,3.054,pdf_content,辐射监测
GB+43471-2023.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+43471-2023.pdf,0.392,pdf_content,热电偶
GB+43854-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+43854-2024.pdf,0.510,pdf_content,单一故障
GB+44015-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+44015-2024.pdf,0.552,pdf_content,仪器仪表
GB+44022-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+44022-2024.pdf,0.419,pdf_content,仪表+控制
GB+44240-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+44240-2024.pdf,1.452,pdf_content,热电偶
GB+44246-2024 (1).pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+44246-2024 (1).pdf,0.572,pdf_content,仪表+控制
GB+44246-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+44246-2024.pdf,0.572,pdf_content,仪表+控制
GB+44263-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+44263-2024.pdf,1.261,pdf_content,仪表+控制
GB+44703-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+44703-2024.pdf,3.896,pdf_content,单一故障
GB+45067-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+45067-2024.pdf,0.294,pdf_content,核设施
GB+4706.29-2008.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+4706.29-2008.pdf,0.737,pdf_content,电磁兼容+核
GB+4715-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+4715-2024.pdf,1.117,pdf_content,探测器
GB+4716-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+4716-2024.pdf,0.676,pdf_content,探测器
GB+4962-2008.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+4962-2008.pdf,0.799,pdf_content,仪表+控制
GB+5135.1-2019.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+5135.1-2019.pdf,4.642,pdf_content,仪表+控制
GB+5135.14-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+5135.14-2011.pdf,0.613,pdf_content,仪表+控制
GB+5135.17-2011.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+5135.17-2011.pdf,0.448,pdf_content,电磁阀
GB+5135.22-2019.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+5135.22-2019.pdf,6.220,pdf_content,仪表+控制
GB+5135.5-2018.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+5135.5-2018.pdf,1.248,pdf_content,仪表+控制
GB+5135.7-2018.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+5135.7-2018.pdf,1.026,pdf_content,仪表+控制
GB+5908-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+5908-2024.pdf,0.661,pdf_content,探测器
GB+5920-2024.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+5920-2024.pdf,1.687,pdf_content,仪表+控制
GB+5959.13-2008.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+5959.13-2008.pdf,0.640,pdf_content,仪表+控制
GB+6514-2023.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+6514-2023.pdf,0.458,pdf_content,探测器
GB+7512-2023.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+7512-2023.pdf,0.967,pdf_content,电磁阀
GB+7956.2-2014.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+7956.2-2014.pdf,0.509,pdf_content,仪表+控制
GB+7956.23-2019.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+7956.23-2019.pdf,0.860,pdf_content,仪表+控制
GB+7956.5-2019.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+7956.5-2019.pdf,0.877,pdf_content,仪表+控制
GB+8076-2008.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+8076-2008.pdf,0.884,pdf_content,核电
GB+8176-2012.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+8176-2012.pdf,0.601,pdf_content,电磁阀
GB+8877-2008.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB+8877-2008.pdf,0.541,pdf_content,仪表+控制
GB50093-2013自动化仪表工程施工及质量验收规范.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/2025年初收集的全部国家标准/GB50093-2013自动化仪表工程施工及质量验收规范.pdf,4.030,filename,自动化仪表
GB51018-2014水土保持工程设计规范085eef95940c70a3.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/国标、行标/技术规范/GB51018-2014水土保持工程设计规范085eef95940c70a3.pdf,22.000,pdf_content,核工程
GB_T 10261-2008_核辐射探测器用直流稳压电源.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 10261-2008_核辐射探测器用直流稳压电源.pdf,3.878,filename,探测器
GB_T 11809-2021_压水堆燃料棒焊缝检验方法金相检验和X射线照相检验.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 11809-2021_压水堆燃料棒焊缝检验方法金相检验和X射线照相检验.pdf,4.571,filename,压水堆
GB_T 11813-2008_压水堆燃料棒氦质谱检漏.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 11813-2008_压水堆燃料棒氦质谱检漏.pdf,1.423,filename,压水堆
GB_T 12788-2021_核电厂安全级电力系统准则.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 12788-2021_核电厂安全级电力系统准则.pdf,5.044,filename,核电
GB_T 12790-2008_核电厂安全级电气设备和系统文件标识方法.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 12790-2008_核电厂安全级电气设备和系统文件标识方法.pdf,0.984,filename,核电
GB_T 13178-2008_金硅面垒型探测器.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13178-2008_金硅面垒型探测器.pdf,1.904,filename,探测器
GB_T 13179-2008_硅(锂)X射线探测器系统.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13179-2008_硅(锂)X射线探测器系统.pdf,4.476,filename,探测器
GB_T 13182-2007_碘化钠(铊)闪烁体和碘化钠(铊)闪烁探测器.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13182-2007_碘化钠(铊)闪烁体和碘化钠(铊)闪烁探测器.pdf,4.849,filename,探测器
GB_T 13286-2021_核电厂安全级电气设备和电路独立性准则.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13286-2021_核电厂安全级电气设备和电路独立性准则.pdf,5.207,filename,核电
GB_T 13538-2017_核电厂安全壳电气贯穿件.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13538-2017_核电厂安全壳电气贯穿件.pdf,7.111,filename,核电
GB_T 13624-2008_核电厂安全参数显示系统的功能设计准则.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13624-2008_核电厂安全参数显示系统的功能设计准则.pdf,1.655,filename,核电
GB_T 13625-2018_核电厂安全级电气设备抗震鉴定.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13625-2018_核电厂安全级电气设备抗震鉴定.pdf,13.465,filename,核电
GB_T 13626-2021_单一故障准则应用于核电厂安全系统.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13626-2021_单一故障准则应用于核电厂安全系统.pdf,2.514,filename,核电
GB_T 13627-2021_核电厂事故监测仪表准则.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13627-2021_核电厂事故监测仪表准则.pdf,3.882,filename,核电
GB_T 13629-2023_核电厂安全系统中可编程数字设备的适用准则.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13629-2023_核电厂安全系统中可编程数字设备的适用准则.pdf,15.629,filename,核电
GB_T 13922-2011 水处理设备性能试验.pdf,/data2/无监督数据/未清洗数据/国能安徽数据/火电标准/化学/GB_T 13922-2011 水处理设备性能试验.pdf,0.818,pdf_content,仪表+控制
GB_T 13976-2021_压水堆核电厂运行状态下的放射性源项.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 13976-2021_压水堆核电厂运行状态下的放射性源项.pdf,2.358,filename,核电
GB_T 14546-2008_核电厂直流电力系统设计推荐实施方法.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 14546-2008_核电厂直流电力系统设计推荐实施方法.pdf,5.795,filename,核电
GB_T 15473-2011_核电厂安全级静止式充电装置及逆变装置的质量鉴定.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 15473-2011_核电厂安全级静止式充电装置及逆变装置的质量鉴定.pdf,5.219,filename,核电
GB_T 16702-2019_压水核电厂核岛机械设备设计规范.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 16702-2019_压水核电厂核岛机械设备设计规范.pdf,149.747,filename,核电
GB_T 17567-2009_核设施的钢铁、铝、镍和铜再循环、再利用的清洁解控水平.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17567-2009_核设施的钢铁、铝、镍和铜再循环、再利用的清洁解控水平.pdf,4.825,filename,核设施
GB_T 17569-2021_压水堆核电厂物项分级.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17569-2021_压水堆核电厂物项分级.pdf,8.113,filename,核电
GB_T 17680.1-2008_核电厂应急计划与准备准则第1部分：应急计划区的划分.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17680.1-2008_核电厂应急计划与准备准则第1部分：应急计划区的划分.pdf,1.083,filename,核电
GB_T 17680.2-1999_核电厂应急计划与准备准则场外应急职能与组织.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17680.2-1999_核电厂应急计划与准备准则场外应急职能与组织.pdf,1.746,filename,核电
GB_T 17680.3-1999_核电厂应急计划与准备准则场外应急设施功能与特性.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17680.3-1999_核电厂应急计划与准备准则场外应急设施功能与特性.pdf,2.131,filename,核电
GB_T 17680.4-1999_核电厂应急计划与准备准则场外应急计划与执行程序.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17680.4-1999_核电厂应急计划与准备准则场外应急计划与执行程序.pdf,2.002,filename,核电
GB_T 17680.5-2008_核电厂应急计划与准备准则第5部分：场外应急响应能力的保持.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17680.5-2008_核电厂应急计划与准备准则第5部分：场外应急响应能力的保持.pdf,2.268,filename,核电
GB_T 17680.6-2003_核电厂应急计划与准备准则场内应急响应职能与组织机构.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17680.6-2003_核电厂应急计划与准备准则场内应急响应职能与组织机构.pdf,3.310,filename,核电
GB_T 17680.7-2003_核电厂应急计划与准备准则场内应急设施功能与特性.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17680.7-2003_核电厂应急计划与准备准则场内应急设施功能与特性.pdf,2.880,filename,核电
GB_T 17680.8-2003_核电厂应急计划与准备准则场内应急计划与执行程序.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17680.8-2003_核电厂应急计划与准备准则场内应急计划与执行程序.pdf,3.156,filename,核电
GB_T 17680.9-2003_核电厂应急计划与准备准则场内应急响应能力的保持.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 17680.9-2003_核电厂应急计划与准备准则场内应急响应能力的保持.pdf,2.567,filename,核电
GB_T 19597-2004_核设施退役安全要求.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 19597-2004_核设施退役安全要求.pdf,3.317,filename,核设施
GB_T 22158-2021_核电厂防火设计规范.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 22158-2021_核电厂防火设计规范.pdf,14.396,filename,核电
GB_T 25314-2010_核电厂机械设备腐蚀管理大纲内容要求.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 25314-2010_核电厂机械设备腐蚀管理大纲内容要求.pdf,0.843,filename,核电
GB_T 25362-2010_汽油机电磁阀式喷油器总成技术条件.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/内燃机_国家标准全文网_53个文件/GB_T 25362-2010_汽油机电磁阀式喷油器总成技术条件.pdf,1.375,filename,电磁阀
GB_T 25363-2010_汽油机电磁阀式喷油器总成试验方法.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/内燃机_国家标准全文网_53个文件/GB_T 25363-2010_汽油机电磁阀式喷油器总成试验方法.pdf,1.561,filename,电磁阀
GB_T 25448-2010_重水堆核电厂燃料棒束氦质谱泄漏检测.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 25448-2010_重水堆核电厂燃料棒束氦质谱泄漏检测.pdf,0.694,filename,核电
GB_T 25449-2010_重水堆核电厂燃料棒束技术条件.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 25449-2010_重水堆核电厂燃料棒束技术条件.pdf,1.353,filename,核电
GB_T 25450-2010_重水堆核电厂燃料元件端塞焊缝涡流检测.pdf,/data1/无监督数据/未清洗数据/国家标准全文网/核能工程_国家标准全文网_172个文件/GB_T 25450-2010_重水堆核电厂燃料元件端塞焊缝涡流检测.pdf,0.707,filename,核电
